Id,Expected
2d9e593b6be1ac29adbe86f03d900fd1_0,381946 5 383226 5 384506 5 385771 35 387051 35 388331 35 389611 35 390881 60 392161 60 393441 60 394721 60 395996 75 397276 75 398556 75 399836 75 401106 95 402386 95 403666 95 404946 95 406221 130 407501 130 408781 130 410061 130 411326 160 412606 160 413886 160 415156 180 416436 180 417716 180 418996 180 420266 200 421546 200 422826 200 424106 200 425381 220 426661 220 427941 220 429221 220 430496 240 431776 240 433056 240 434336 240 435611 255 436891 255 438171 255 439446 265 440726 265 442006 265 443286 265 444561 280 445841 280 447121 280 448401 280 449681 285 450961 285 452241 285 453521 285 454796 295 456076 295 457356 295 458636 295 459916 300 461196 300 462476 300 463756 300 465031 310 466311 310 467591 310 468871 310 470151 310 471431 310 472711 310 473991 315 475271 315 476551 315 477831 315 479106 325 480386 325 481666 325 482946 325 484226 325 485506 325 486786 325 488066 325 489346 330 490626 330 491906 330 493186 335 494466 335 495746 335 497026 335 498306 340 499586 340 500866 340 502146 340 503426 340 504706 340 505986 340 507266 340 508546 345 509826 345 511106 345 512386 345 513661 355 514941 355 516221 355 517501 355 518781 355 520061 355 521341 355 522621 360 523901 360 525181 360 526461 360 527741 365 529021 365 530301 365 531581 365 532856 370 534136 370 535416 370 536696 370 537976 375 539256 375 540536 375 541816 375 543091 375 544371 375 545651 375 546931 375 548211 375 549491 375 550771 375 552051 375 553331 375 554611 375 555891 375 557161 375 558441 375 559721 375 561001 375 562281 375 563561 375 564841 375 566121 375 567391 365 567761 5 568671 365 569041 5 569951 365 570321 5 571231 365 571601 5 572511 375 573791 375 575071 375 576346 370 577626 370 578906 370 580186 370 581466 370 582746 370 584026 370 585306 370 586581 375 587861 375 589141 375 590421 375 591701 375 592981 375 594261 375 595541 375 596821 365 598101 365 599381 365 600661 365 601941 365 603221 365 604501 365 605781 315 606101 25 606131 5 607061 315 607381 25 607411 5 608341 315 608661 25 608691 5 609621 315 609941 25 609971 5 610901 305 611211 5 611221 25 611251 5 612181 305 612491 5 612501 25 612531 5 613461 305 613771 5 613781 25 613811 5 614741 305 615051 5 615061 25 615091 5 616021 275 616301 5 617301 275 617581 5 618581 275 618861 5 619861 275 620141 5 621141 275 621421 5 622421 275 622701 5 623701 275 623981 5 624981 235 625221 5 625231 5 626261 235 626501 5 626511 5 627541 235 627781 5 627791 5 628821 235 629061 5 629071 5 630111 235 630351 5 631391 235 631631 5 632671 235 632911 5 633951 235 634191 5 635231 195 635431 5 635441 5 636511 195 636711 5 636721 5 637791 195 637991 5 638001 5 639071 195 639271 5 639281 5 640361 205 641641 205 642921 205 644201 205 645481 105 645611 35 645651 5 645661 5 646761 105 646891 35 646931 5 646941 5 648041 105 648171 35 648211 5 648221 5 649321 105 649451 35 649491 5 649501 5 650606 100 650721 5 650731 45 650781 5 650791 5 651886 100 652001 5 652011 45 652061 5 652071 5 653166 100 653281 5 653291 45 653341 5 653351 5 654441 95 654581 5 654591 5 654601 5 655721 95 655861 5 655871 5 655881 5 657001 95 657141 5 657151 5 657161 5 658281 95 658421 5 658431 5 658441 5 659566 100 659701 5 659711 15 659731 5 660846 100 660981 5 660991 15 661011 5 662126 100 662261 5 662271 15 662291 5 663406 100 663541 5 663551 15 663571 5 664686 90 664781 5 665966 90 666061 5 667246 90 667341 5 668526 90 668621 5 669806 110 669961 5 671086 110 671241 5 672366 110 672521 5 673646 110 673801 5 674926 110 676206 110 677486 110 678766 115 680046 115 681326 115 682606 115 683886 110 685166 110 686446 110 687726 110 689006 120 690286 120 691566 120 692846 120 694131 105 695411 105 696691 105 697971 105 699251 35 699291 45 699341 5 699351 5 699361 5 700531 35 700571 45 700621 5 700631 5 700641 5 701811 35 701851 45 701901 5 701911 5 701921 5 703091 35 703131 45 703181 5 703191 5 703201 5 704371 25 704421 35 705651 25 705701 35 706931 25 706981 35 708216 20 708241 5 708251 5 708261 30 709496 20 709521 5 709531 5 709541 30 710776 20 710801 5 710811 5 710821 30 712056 20 712081 5 712091 5 712101 30 713336 10 713351 5 713381 25 714616 10 714631 5 714661 25 715896 10 715911 5 715941 25 717176 10 717191 5 717221 25 718456 20 718481 5 718491 5 718501 25 719736 20 719761 5 719771 5 719781 25 721016 20 721041 5 721051 5 721061 25 722296 20 722321 5 722331 5 722341 25 723576 60 724856 60 726136 60 727416 60 728696 60 729976 60 731256 60 732536 55 733816 55 735096 55 736376 55 737656 20 737681 35 738936 20 738961 35 740216 20 740241 35 741496 20 741521 35 742771 20 742811 20 744051 20 744091 20 745331 20 745371 20 746611 20 746651 20 747891 15 747931 20 749171 15 749211 20 750451 15 750491 20 751731 15 751771 20 753011 15 754291 15 755571 15 756851 15 758131 15 759411 15 760691 15 761971 15 763251 15 764531 15 765811 15 767096 10 768376 10 769656 10 770936 10 772216 15 773496 15 774776 15 776056 15 777336 10 778616 10 779896 10 781176 10
2d9e593b6be1ac29adbe86f03d900fd1_1,533226 5 534506 5 535786 5 537066 5 538351 5 539631 5 540911 5 542191 5 543466 10 544746 10 546026 10 547306 15 548586 15 549866 15 551146 15 552426 15 553706 15 554986 15 556266 15 557536 30 558816 30 560096 30 561376 30 562656 35 563936 35 565216 35 566496 35 567756 5 567766 45 569036 5 569046 45 570316 5 570326 45 571596 5 571606 45 572886 45 574166 45 575446 45 576716 55 577996 55 579276 55 580556 55 581836 55 583116 55 584396 55 585676 55 586956 55 588236 55 589516 55 590796 55 592076 55 593356 55 594636 55 595916 55 597186 70 598466 70 599746 70 601026 65 602306 65 603586 65 604866 65 606096 5 606126 5 606136 80 607376 5 607406 5 607416 80 608656 5 608686 5 608696 80 609936 5 609966 5 609976 80 611206 5 611216 5 611246 5 611256 80 612486 5 612496 5 612526 5 612536 80 613766 5 613776 5 613806 5 613816 80 615046 5 615056 5 615086 5 615096 80 616296 5 616306 150 617576 5 617586 150 618856 5 618866 150 620136 5 620146 150 621416 5 621426 150 622696 5 622706 150 623976 5 623986 150 625216 5 625226 5 625236 180 626496 5 626506 5 626516 180 627776 5 627786 5 627796 180 629056 5 629066 5 629076 180 630346 5 630356 175 631626 5 631636 175 632906 5 632916 175 634186 5 634196 175 635426 5 635436 5 635446 210 636706 5 636716 5 636726 210 637986 5 637996 5 638006 210 639266 5 639276 5 639286 210 640566 210 641846 210 643126 210 644406 210 645586 25 645646 5 645656 5 645666 230 646866 25 646926 5 646936 5 646946 230 648146 25 648206 5 648216 5 648226 230 649426 25 649486 5 649496 5 649506 230 650706 15 650726 5 650776 5 650786 5 650796 220 651986 15 652006 5 652056 5 652066 5 652076 220 653266 15 653286 5 653336 5 653346 5 653356 220 654536 45 654586 5 654596 5 654606 250 655816 45 655866 5 655876 5 655886 250 657096 45 657146 5 657156 5 657166 250 658376 45 658426 5 658436 5 658446 250 659666 35 659706 5 659726 5 659736 240 660946 35 660986 5 661006 5 661016 240 662226 35 662266 5 662286 5 662296 240 663506 35 663546 5 663566 5 663576 240 664776 5 664786 310 666056 5 666066 310 667336 5 667346 310 668616 5 668626 310 669916 45 669966 250 671196 45 671246 250 672476 45 672526 250 673756 45 673806 250 675036 300 676316 300 677596 300 678881 295 680161 295 681441 295 682721 295 683996 300 685276 300 686556 300 687836 300 689126 290 690406 290 691686 290 692966 290 694236 300 695516 300 696796 300 698076 300 699286 5 699336 5 699346 5 699356 5 699366 290 700566 5 700616 5 700626 5 700636 5 700646 290 701846 5 701896 5 701906 5 701916 5 701926 290 703126 5 703176 5 703186 5 703196 5 703206 290 704396 25 704456 320 705676 25 705736 320 706956 25 707016 320 708236 5 708246 5 708256 5 708291 325 709516 5 709526 5 709536 5 709571 325 710796 5 710806 5 710816 5 710851 325 712076 5 712086 5 712096 5 712131 325 713346 5 713356 25 713406 325 714626 5 714636 25 714686 325 715906 5 715916 25 715966 325 717186 5 717196 25 717246 325 718476 5 718486 5 718496 5 718526 325 719756 5 719766 5 719776 5 719806 325 721036 5 721046 5 721056 5 721086 325 722316 5 722326 5 722336 5 722366 325 723636 335 724916 335 726196 335 727476 335 728756 335 730036 335 731316 335 732591 340 733871 340 735151 340 736431 340 737676 5 737716 335 738956 5 738996 335 740236 5 740276 335 741516 5 741556 335 742791 20 742831 335 744071 20 744111 335 745351 20 745391 335 746631 20 746671 335 747906 25 747951 335 749186 25 749231 335 750466 25 750511 335 751746 25 751791 335 753026 380 754306 380 755586 380 756866 380 758146 375 759426 375 760706 375 761986 375 763266 375 764546 375 765826 375 767106 375 768386 375 769666 375 770946 375 772231 365 773511 365 774791 365 776071 365 777346 370 778626 370 779906 370 781186 370 782461 370 783741 370 785021 370 786306 365 787586 365 788866 365 790146 365 791436 350 792716 350 793996 350 795276 350 796571 330 797851 330 799131 330 800411 330 801701 320 802981 320 804261 320 805541 320 806826 310 808106 310 809386 310 810666 310 811946 305 813226 305 814506 305 815791 300 817071 300 818351 300 819631 300 820916 290 822196 290 823476 290 824756 290 826036 285 827316 285 828596 285 829876 285 831161 280 832441 280 833721 280 835001 280 836291 265 837571 265 838851 265 840136 260 841416 260 842696 260 843976 260 845266 250 846546 250 847826 250 849106 250 850396 235 851676 235 852956 235 854236 235 855521 225 856801 225 858081 225 859361 225 860646 220 861926 220 863206 220 864486 220 865776 205 867056 205 868336 205 869626 185 870906 185 872186 185 873466 185 874756 170 876036 170 877316 170 878596 170 879891 130 881171 130 882451 130 883731 130 885026 15 885071 45 886306 15 886351 45 887586 15 887631 45 888866 15 888911 45 890201 15 891481 15 892761 15
998906d3694abb47953b0e4909384b57_0,465041 30 466321 30 467601 30 468881 30 470156 45 471436 45 472716 45 473996 45 475271 55 476551 55 477831 55 479111 55 480391 60 481671 60 482951 60 484226 70 485506 70 486786 70 488066 70 489346 70 490626 70 491906 70 493186 70 494461 80 495741 80 497021 80 498301 80 499581 80 500861 80 502141 80 503416 85 504696 85 505976 85 507256 85 508531 90 509811 90 511091 90 512371 90 513651 90 514931 90 516211 90 517491 90 518771 95 520051 95 521331 95 522606 100 523886 100 525166 100 526446 100 527726 100 529006 100 530286 100 531566 100 532841 105 534121 105 535401 105 536681 105 537961 105 539241 105 540521 105 541796 110 543076 110 544356 110 545636 110 546916 110 548196 110 549476 110 550756 110 552031 115 553311 115 554591 115 555871 115 557151 115 558431 115 559711 115 560986 120 562266 120 563546 120 564826 120 566106 115 567386 115 568666 115 569946 115 571221 120 572501 120 573781 120 575061 120 576336 125 577616 125 578896 125 580176 125 581456 125 582736 125 584016 125 585296 120 586576 120 587856 120 589136 120 590416 120 591696 120 592976 120 594256 120 595541 115 596821 115 598101 115 599381 115 600661 115 601941 115 603221 115 604511 105 605791 105 607071 105 608351 105 609631 100 610911 100 612191 100 613471 100 614756 95 616036 95 617316 95 618601 85 619881 85 621161 85 622441 85 623726 80 625006 80 626286 80 627566 80 628851 70 630131 70 631411 70 632701 60 633981 60 635261 60 636541 60 637826 50 639106 50 640386 50 641666 50 642951 40 644231 40 645511 40 646791 40 648071 40 649351 40 650631 40 651916 25 653196 25 654476 25 655756 25 657036 20 658316 20 659596 20 660876 20 662161 10 663441 10 664721 10 666001 10 854146 15 855426 15 856706 15 857986 15 859261 25 860541 25 861821 25 863096 40 864376 40 865656 40 866936 40 868216 45 869496 45 870776 45 872056 45 873336 50 874616 50 875896 50 877176 50 878451 60 879731 60 881011 60 882291 65 883571 65 884851 65 886131 65 887411 65 888691 65 889971 65 891251 65 892526 75 893806 75 895086 75 896366 75 897646 75 898926 75 900206 75 901486 80 902766 80 904046 80 905326 80 906606 60 906671 5 906681 5 907886 60 907951 5 907961 5 909166 60 909231 5 909241 5 910446 60 910511 5 910521 5 911726 50 911791 15 913006 50 913071 15 914286 50 914351 15 915566 50 915631 15 916846 55 916921 5 918126 55 918201 5 919406 55 919481 5 920681 55 920766 5 921961 55 922046 5 923241 55 923326 5 924521 55 924606 5 925801 60 927081 60 928361 60 929641 60 930921 55 932201 55 933481 55 934761 60 936041 60 937321 60 938601 60 939881 50 941161 50 942441 50 943721 50 945001 45 945051 5 946281 45 946331 5 947561 45 947611 5 948841 45 948891 5 950121 25 950151 5 951401 25 951431 5 952681 25 952711 5 953961 25 953991 5 955241 25 955271 5 956521 25 956551 5 957801 25 957831 5 959076 25 960356 25 961636 25 962916 25 964196 30 965476 30 966756 30 968036 30 969316 20 970596 20 971876 20 973156 20 974436 20 975716 20 976996 20 978276 10 979556 10 980836 10 982116 10 983396 10 984676 10 985956 10 987236 10 988516 10 989796 10 991076 10 992356 5 993636 5 994916 5 996196 5
998906d3694abb47953b0e4909384b57_1,906666 5 906676 5 907946 5 907956 5 909226 5 909236 5 910506 5 910516 5 911776 15 913056 15 914336 15 915616 15 916901 20 916926 5 918181 20 918206 5 919461 20 919486 5 920736 30 922016 30 923296 30 924576 30 925861 30 927141 30 928421 30 929701 30 930976 40 932256 40 933536 40 934821 35 936101 35 937381 35 938661 35 939931 45 941211 45 942491 45 943771 45 945046 5 945056 45 946326 5 946336 45 947606 5 947616 45 948886 5 948896 45 950146 5 950156 65 951426 5 951436 65 952706 5 952716 65 953986 5 953996 65 955266 5 955276 65 956546 5 956556 65 957826 5 957836 65 959101 85 960381 85 961661 85 962941 85 964226 80 965506 80 966786 80 968066 80 969336 90 970616 90 971896 90 973176 90 974456 90 975736 90 977016 90 978286 100 979566 100 980846 100 982126 100 983406 100 984686 100 985966 100 987246 100 988526 100 989806 100 991086 100 992361 105 993641 105 994921 105 996201 105 997481 105 998761 105 1000041 105 1001321 105 1002601 105 1003881 105 1005161 105 1006441 105 1007721 105 1009001 105 1010281 105 1011561 100 1012841 100 1014121 100 1015401 100 1016681 100 1017961 100 1019241 100 1020521 100 1021806 90 1023086 90 1024366 90 1025646 90 1026931 80 1028211 80 1029491 80 1030796 50 1032076 50 1033356 50 1034636 50
3657e4314fe384eb2ba3adfda6c1899f_0,712211 45 713491 45 714771 45 716051 45 717316 70 718596 70 719876 70 721156 70 722431 85 723711 85 724991 85 726266 95 727546 95 728826 95 730106 95 731381 100 732661 100 733941 100 735221 100 736496 110 737776 110 739056 110 740336 110 741616 115 742896 115 744176 115 745456 115 746731 120 748011 120 749291 120 750571 120 751851 125 753131 125 754411 125 755691 125 756966 130 758246 130 759526 130 760806 130 762086 130 763366 130 764646 130 765926 130 767206 130 768486 130 769766 130 771046 135 772326 135 773606 135 774886 135 776166 135 777446 135 778726 135 780006 135 781286 135 782566 135 783846 135 785126 135 786406 135 787686 135 788966 135 790246 135 791526 135 792806 135 794086 135 795366 135 796651 130 797931 130 799211 130 800491 130 801766 135 803046 135 804326 135 805606 135 806891 130 808171 130 809451 130 810731 130 812011 130 813291 130 814571 130 815851 130 817131 130 818411 130 819691 130 820971 130 822251 130 823531 130 824811 130 826091 125 827371 125 828651 125 829931 125 831211 125 832491 125 833771 125 835051 125 836336 120 837616 120 838896 120 840176 120 841456 120 842736 120 844016 120 845296 120 846576 115 847856 115 849136 115 850416 115 851701 110 852981 110 854261 110 855541 110 856821 105 858101 105 859381 105 860666 100 861946 100 863226 100 864506 100 865786 95 867066 95 868346 95 869626 95 870911 85 872191 85 873471 85 874751 85 876041 70 877321 70 878601 70 879881 70 881186 40 882466 40 883746 40 885026 40
3657e4314fe384eb2ba3adfda6c1899f_1,
68d4b4ef4d95ceea11957998906d3694_0,791541 20 792821 20 794101 20 795381 20 796651 40 797931 40 799211 40 800491 40 801766 50 803046 50 804326 50 805606 60 806886 60 808166 60 809446 60 810726 70 812006 70 813286 70 814566 70 815841 160 817121 160 818401 160 819681 160 820961 170 822241 170 823521 170 824801 180 826081 180 827361 180 828641 180 829916 195 831196 195 832476 195 833756 195 835036 200 836316 200 837596 200 838876 200 840156 205 841436 205 842716 205 843996 210 845276 210 846556 210 847836 210 849111 220 850391 220 851671 220 852951 220 854231 225 855511 225 856791 225 858071 225 859351 225 860631 225 861911 225 863191 230 864471 230 865751 230 867031 230 868311 235 869591 235 870871 235 872151 235 873431 235 874711 235 875991 235 877271 235 878551 240 879831 240 881111 240 882391 240 883671 240 884951 240 886231 240 887511 240 888791 240 890071 240 891351 240 892631 245 893911 245 895191 245 896471 245 897751 245 899031 245 900311 245 901591 250 902871 250 904151 250 905431 250 906716 245 907996 245 909276 245 910556 245 911836 245 913116 245 914396 245 915676 245 916956 245 918236 245 919516 245 920801 240 922081 240 923361 240 924641 240 925921 240 927201 240 928481 240 929761 240 931046 240 932326 240 933606 240 934886 240 936166 240 937446 240 938726 240 940011 235 941291 235 942571 235 943851 235 945136 225 946416 225 947696 225 948976 225 950256 225 951536 225 952816 225 954101 220 955381 220 956661 220 957941 220 959226 215 960506 215 961786 215 963066 215 964346 215 965626 215 966906 215 968186 215 969471 210 970751 210 972031 210 973311 210 974591 210 975871 210 977151 210 978436 200 979716 200 980996 200 982276 200 983556 200 984836 200 986116 200 987396 200 988676 200 989956 200 991236 200 992521 195 993801 195 995081 195 996361 195 997646 185 998926 185 1000206 185 1001486 185 1002766 185 1004046 185 1005326 185 1006606 185 1007891 175 1009171 175 1010451 175 1011736 165 1013016 165 1014296 165 1015576 165 1016856 160 1018136 160 1019416 160 1020696 160 1021981 150 1023261 150 1024541 150 1025821 150 1027111 135 1028391 135 1029671 135 1030956 125 1032236 125 1033516 125 1034796 125 1036086 105 1037366 105 1038646 105 1039926 105 1041216 55 1042496 55 1043776 55 1045056 55 1046341 40 1047621 40 1048901 40 1050196 15 1051476 15 1052756 15 1054036 15
68d4b4ef4d95ceea11957998906d3694_1,
5a51625559c7e610b1531871f2fd85a0_0,313841 25 315121 25 316401 25 317681 25 318946 50 320226 50 321506 50 322786 50 324051 75 325331 75 326611 75 327891 75 329156 95 330436 95 331716 95 332991 105 334271 105 335551 105 336831 105 338106 115 339386 115 340666 115 341946 115 343216 125 344496 125 345776 125 347056 125 348331 135 349611 135 350891 135 352171 135 353446 145 354726 145 356006 145 357286 145 358561 150 359841 150 361121 150 362401 150 363676 160 364956 160 366236 160 367516 160 368791 165 370071 165 371351 165 372631 165 373911 165 375191 165 376471 165 377746 170 379026 170 380306 170 381586 170 382866 175 384146 175 385426 175 386706 175 387981 180 389261 180 390541 180 391821 180 393096 185 394376 185 395656 185 396936 185 398216 185 399496 185 400776 185 402056 185 403331 195 404611 195 405891 195 407171 195 408446 200 409726 200 411006 200 412286 200 413561 205 414841 205 416121 205 417396 210 418676 210 419956 210 421236 210 422511 220 423791 220 425071 220 426351 220 427631 220 428911 220 430191 220 431471 220 432746 230 434026 230 435306 230 436586 230 437866 230 439146 230 440426 230 441706 230 442986 230 444266 230 445546 230 446826 230 448101 240 449381 240 450661 240 451941 240 453221 240 454501 240 455781 240 457061 240 458341 240 459621 240 460901 240 462181 240 463461 240 464741 240 466021 240 467296 250 468576 250 469856 250 471136 250 472416 250 473696 250 474976 250 476256 250 477536 250 478816 250 480096 250 481376 250 482656 250 483936 250 485216 250 486496 250 487776 250 489056 250 490336 250 491616 250 492896 250 494176 250 495456 250 496736 250 498016 250 499296 250 500576 250 501856 250 503141 240 504421 240 505701 240 506981 240 508261 240 509541 240 510821 240 512101 240 513381 240 514661 240 515941 240 517226 235 518506 235 519786 235 521066 235 522346 235 523626 235 524906 235 526186 235 527466 235 528746 235 530026 235 531306 235 532586 235 533866 235 535146 235 536426 235 537711 230 538991 230 540271 230 541551 230 542831 230 544111 230 545391 230 546671 230 547951 225 549231 225 550511 225 551791 225 553071 225 554351 225 555631 225 556911 225 558191 225 559471 225 560751 225 562031 225 563311 225 564591 225 565871 225 567151 225 568431 225 569711 225 570991 225 572276 220 573556 220 574836 220 576116 220 577396 220 578676 220 579956 220 581236 220 582516 215 583796 215 585076 215 586356 215 587636 215 588916 215 590196 215 591476 215 592761 210 594041 210 595321 210 596606 205 597886 205 599166 205 600446 205 601726 200 603006 200 604286 200 605566 200 606851 195 608131 195 609411 195 610691 195 611971 195 613251 195 614531 195 615811 195 617096 190 618376 190 619656 190 620936 190 622221 180 623501 180 624781 180 626061 180 627341 180 628621 180 629901 180 631181 180 632466 170 633746 170 635026 170 636311 165 637591 165 638871 165 640151 165 641436 160 642716 160 643996 160 645276 160 646561 155 647841 155 649121 155 650401 155 651691 140 652971 140 654251 140 655531 140 656831 120 658111 120 659391 120 660671 120 661956 110 663236 110 664516 110 665796 110 667081 105 668361 105 669641 105 670921 105 672206 100 673486 100 674766 100 676046 100 677331 90 678611 90 679891 90 681171 85 682451 85 683731 85 685011 85 686296 80 687576 80 688856 80 690136 80 691421 70 692701 70 693981 70 695261 70 696541 65 697821 65 699101 65 700381 65 701666 55 702946 55 704226 55 705506 55 706791 45 708071 45 709351 45 710631 45 711921 25 713201 25 714481 25 715761 25
5a51625559c7e610b1531871f2fd85a0_1,
d6240619ebebe9e9c9d00a4262b4fe4a_0,767361 70 768641 70 769921 70 771181 100 772461 100 773741 100 775021 100 776296 115 777576 115 778856 115 780136 115 781406 135 782686 135 783966 135 785246 135 786521 145 787801 145 789081 145 790361 145 791631 160 792911 160 794191 160 795471 160 796746 165 798026 165 799306 165 800586 165 801861 175 803141 175 804421 175 805701 175 806976 180 808256 180 809536 180 810816 180 812096 180 813376 180 814656 180 815931 185 817211 185 818491 185 819771 185 821046 190 822326 190 823606 190 824886 190 826161 195 827441 195 828721 195 830001 195 831276 205 832556 205 833836 205 835116 205 836396 205 837676 205 838956 205 840236 205 841511 210 842791 210 844071 210 845351 210 846631 205 847911 205 849191 205 850471 205 851751 205 853031 205 854311 205 855591 205 856871 205 858151 205 859431 205 860711 205 861991 205 863271 205 864551 205 865831 200 867111 200 868391 200 869671 200 870951 200 872231 200 873511 200 874791 200 876071 195 877351 195 878631 195 879911 195 881196 185 882476 185 883756 185 885036 185 886316 180 887596 180 888876 180 890156 180 891436 180 892716 180 893996 180 895276 180 896561 165 897841 165 899121 165 900406 155 901686 155 902966 155 904246 155 905526 150 906806 150 908086 150 909366 150 910651 140 911931 140 913211 140 914491 140 915776 130 917056 130 918336 130 919616 130 920906 115 922186 115 923466 115 924746 115 926031 100 927311 100 928591 100 929871 100 931161 75 932441 75 933721 75 935001 75 936301 45 937581 45 938861 45 940141 45
d6240619ebebe9e9c9d00a4262b4fe4a_1,915496 35 915536 15 916776 35 916816 15 918056 35 918096 15 919336 35 919376 15 920611 90 921891 90 923171 90 924451 90 925726 105 927006 105 928286 105 929566 105 930846 115 932126 115 933406 115 934686 115 935961 130 937241 130 938521 130 939801 130 941086 130 942366 130 943646 130 944926 135 946206 135 947486 135 948766 135 950051 135 951331 135 952611 135 953891 135 955171 140 956451 140 957731 140 959011 140 960296 145 961576 145 962856 145 964136 145 965416 150 966696 150 967976 150 969256 150 970541 150 971821 150 973101 150 974381 150 975661 155 976941 155 978221 155 979501 155 980796 145 982076 145 983356 145 984636 145 985921 140 987201 140 988481 140 989771 130 991051 130 992331 130 993611 130 994901 120 996181 120 997461 120 998741 120 1000056 85 1001336 85 1002616 85 1003896 85 1005181 80 1006461 80 1007741 80 1009021 80 1010311 65 1011591 65 1012871 65 1014151 65 1015431 65 1016711 65 1017991 65 1019271 65 1020556 55 1021836 55 1023116 55 1024396 55 1025676 55 1026956 55 1028236 55 1029516 55 1030801 45 1032081 45 1033361 45 1034641 45 1035921 45 1037201 45 1038481 45 1039761 40 1041041 40 1042321 40 1043601 40 1044881 40 1046161 40 1047441 40 1048721 40 1050006 30 1051286 30 1052566 30 1053846 30 1055131 20 1056411 20 1057691 20 1058971 20 1060251 15 1061531 15 1062811 15 1064091 15
cc5cfd263f1f90be28799235026b3550_0,468176 25 469456 25 470736 25 472016 25 473286 40 474566 40 475846 40 477126 40 478396 55 479676 55 480956 55 482236 55 483506 70 484786 70 486066 70 487346 70 488621 80 489901 80 491181 80 492461 80 493726 100 495006 100 496286 100 497566 100 498836 120 500116 120 501396 120 502676 120 503916 165 505196 165 506476 165 507751 175 509031 175 510311 175 511591 175 512866 185 514146 185 515426 185 516706 185 517986 190 519266 190 520546 190 521826 190 523101 200 524381 200 525661 200 526941 200 528216 210 529496 210 530776 210 532056 210 533336 220 534616 220 535896 220 537176 220 538451 230 539731 230 541011 230 542291 230 543566 240 544846 240 546126 240 547406 240 548686 245 549966 245 551246 245 552526 245 553806 245 555086 245 556366 245 557641 255 558921 255 560201 255 561481 255 562756 265 564036 265 565316 265 566596 265 567876 265 569156 265 570436 265 571716 265 572991 275 574271 275 575551 275 576831 275 578111 280 579391 280 580671 280 581951 280 583226 285 584506 285 585786 285 587066 285 588346 290 589626 290 590906 290 592186 290 593461 295 594741 295 596021 295 597296 300 598576 300 599856 300 601136 300 602416 300 603696 300 604976 300 606256 300 607531 305 608811 305 610091 305 611371 305 612651 310 613931 310 615211 310 616491 310 617766 315 619046 315 620326 315 621606 315 622886 320 624166 320 625446 320 626726 320 628001 330 629281 330 630561 330 631841 330 633121 335 634401 335 635681 335 636961 350 638241 350 639521 350 640801 350 642076 365 643356 365 644636 365 645916 365 647196 370 648476 370 649756 370 651036 370 652311 380 653591 380 654871 380 656151 380 657431 380 658711 380 659991 380 661271 380 662551 385 663831 385 665111 385 666391 385 667671 385 668951 385 670231 385 671511 385 672791 390 674071 390 675351 390 676631 390 677911 10 677931 375 679191 10 679211 375 680471 10 680491 375 681776 375 683056 375 684336 375 685616 375 686896 375 688176 375 689456 375 690736 375 692016 380 693296 380 694576 380 695856 380 697141 380 698421 380 699701 380 700981 380 702261 380 703541 380 704821 380 706101 380 707386 375 708666 375 709946 375 711226 375 712506 380 713786 380 715066 380 716346 380 717626 380 718906 380 720186 380 721466 380 722746 385 724026 385 725306 385 726591 375 727871 375 729151 375 730431 375 731711 380 732991 380 734271 380 735551 380 736831 375 738111 375 739391 375 740671 375 741951 380 743231 380 744511 380 745791 380 747071 380 748351 380 749631 380 750911 380 752196 375 753476 375 754756 375 756036 375 757326 360 758606 360 759886 360 761166 360 762446 360 763726 360 765006 360 766286 360 767586 340 768866 340 770146 340 771436 325 772716 325 773996 325 775276 325 776556 325 777836 325 779116 325 780396 325 781676 325 782956 325 784236 325 785516 325 786801 310 788081 310 789361 310 790641 310 791926 305 793206 305 794486 305 795766 305 797046 305 798326 305 799606 305 800886 305 802171 300 803451 300 804731 300 806011 300 807296 290 808576 290 809856 290 811136 290 812416 285 813696 285 814976 285 816256 285 817536 285 818816 285 820096 285 821376 280 822656 280 823936 280 825216 280 826501 270 827781 270 829061 270 830341 270 831621 270 832901 270 834181 270 835461 270 836746 265 838026 265 839306 265 840586 265 841866 260 843146 260 844426 260 845706 260 846986 255 848266 255 849546 255 850826 255 852106 255 853386 255 854666 255 855946 255 857231 245 858511 245 859791 245 861076 235 862356 235 863636 235 864916 235 866196 235 867476 235 868756 235 870036 235 871316 15 871336 215 872596 15 872616 215 873876 15 873896 215 875156 15 875176 215 876446 5 876456 5 876466 195 877726 5 877736 5 877746 195 879006 5 879016 5 879026 195 880286 5 880296 5 880306 195 881576 5 881586 195 882856 5 882866 195 884136 5 884146 195 885416 5 885426 195 886716 185 887996 185 889276 185 890556 185 891836 185 893116 185 894396 185 895676 185 896956 180 898236 180 899516 180 900801 20 900826 145 902081 20 902106 145 903361 20 903386 145 904641 20 904666 145 905926 10 905961 125 907206 10 907241 125 908486 10 908521 125 909766 10 909801 125 911046 5 911086 120 912326 5 912366 120 913606 5 913646 120 914886 5 914926 120 916216 105 917496 105 918776 105 920056 105 921341 75 921421 10 922621 75 922701 10 923901 75 923981 10 925181 75 925261 10 926466 65 927746 65 929026 65 930306 65 931596 50 932876 50 934156 50 935436 50 936726 30 938006 30 939286 30 940566 30 941856 5 941866 5 943136 5 943146 5 944416 5 944426 5
cc5cfd263f1f90be28799235026b3550_1,
54ba59c7de13a35276a476420655433a_0,
